Observer ,Year,Month,Sunday,Site,Family,Genus,Species,Fork length,Coeff a,Coeff b,Weight (g)
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,17.98823,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,18.1484,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,18.49938,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,18.55604,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,18.85991,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,17.46062,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,16.99905,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,18.57886,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,18.28051,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,16.89574,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,17.58394,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,15.12992,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,16.01527,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,15.96171,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,16.61831,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,17.33069,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,15.54763,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,16.38718,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,17.00688,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,17.60218,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,16.85445,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,17.84889,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,17.14757,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,16.74298,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,17.37181,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,17.43767,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,17.3541,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,17.90577,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,18.44549,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,18.20284,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,18.63208,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,18.72962,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,16.47658,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,15.79504,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,15.69182,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,14.8858,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,16.70458,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,16.49433,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,16.677,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,14.63637,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,16.59881,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,16.92845,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,16.24857,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,16.93259,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,17.00619,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,17.51449,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,16.50024,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,15.1475,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,15.45186,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,15.90661,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,15.77794,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,16.51901,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,16.77072,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,17.62423,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,16.56152,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,17.68511,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,16.83711,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,17.35836,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,17.8455,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,19.07591,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,19.93432,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,16.59565,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,17.28423,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,18.34014,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,18.57657,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,20.02595,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,21.21084,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,19.53019,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,19.12292,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,19.71264,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,19.55189,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,19.15869,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,18.20819,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,18.4489,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,19.47231,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,18.81364,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,18.38605,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,17.64931,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,17.90647,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,17.8522,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,17.13025,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,17.75756,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,17.77079,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,16.62245,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,16.15495,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,16.74655,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,18.62439,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,17.22503,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,17.6574,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,18.56653,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,19.56447,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,20.02338,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,19.55967,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,18.95015,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,18.59554,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,16.88372,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,18.45638,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,17.45219,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,17.28589,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,17.64108,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,16.73077,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,16.93097,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,17.16753,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,17.95362,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,17.81971,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,18.18189,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,15.66529,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,16.058,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,15.99298,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,16.01321,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,16.40205,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,15.79761,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,16.73446,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,15.99216,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,14.04535,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,15.0658,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,16.83072,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,16.26596,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,15.51045,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,15.88697,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,16.05725,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,15.82973,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,16.36432,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,15.8122,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,16.2225,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,15.89608,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,16.3931,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,21.00824,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,19.31323,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,18.25945,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,17.38501,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,18.63489,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,18.67954,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,16.51598,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,16.37187,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,17.27761,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,16.30056,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,15.64234,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,16.80108,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,17.08795,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,17.32777,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,16.11211,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,16.99501,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,17.9562,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,17.66706,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,17.35987,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,17.44877,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,17.32881,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,17.83524,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,17.80077,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,16.95739,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,19.59883,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,19.08759,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,18.70542,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,16.63109,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,17.44558,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,17.07777,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,18.08647,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,17.88342,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,17.92414,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Myripristis,berndti,18.33102,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Sargocentron,spiniferum,17.66769,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Sargocentron,spiniferum,21.88396,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Sargocentron,spiniferum,21.96662,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Sargocentron,spiniferum,21.82696,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Sargocentron,spiniferum,22.62322,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Sargocentron,spiniferum,21.5606,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Sargocentron,spiniferum,19.34748,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Sargocentron,spiniferum,20.84373,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Sargocentron,spiniferum,27.45412,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Sargocentron,spiniferum,32.44753,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Sargocentron,spiniferum,32.60121,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Sargocentron,spiniferum,31.62933,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Sargocentron,spiniferum,19.02578,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Sargocentron,spiniferum,20.0221,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Sargocentron,spiniferum,20.32877,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Sargocentron,spiniferum,20.54894,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Sargocentron,spiniferum,20.31047,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Sargocentron,spiniferum,22.42683,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Sargocentron,spiniferum,23.96105,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Sargocentron,spiniferum,25.83803,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Sargocentron,spiniferum,23.76612,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Sargocentron,spiniferum,21.86071,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Sargocentron,spiniferum,22.38056,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Sargocentron,spiniferum,22.73066,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Sargocentron,spiniferum,22.7366,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Sargocentron,spiniferum,21.96399,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Sargocentron,spiniferum,22.93602,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Sargocentron,spiniferum,23.22391,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Sargocentron,spiniferum,24.50593,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Sargocentron,spiniferum,23.78196,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Sargocentron,spiniferum,24.73104,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Sargocentron,spiniferum,25.98717,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Sargocentron,spiniferum,27.71822,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Sargocentron,spiniferum,23.64916,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Sargocentron,spiniferum,24.14483,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Sargocentron,spiniferum,23.78824,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Sargocentron,spiniferum,23.91257,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Sargocentron,spiniferum,23.56895,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Sargocentron,spiniferum,23.83325,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Sargocentron,spiniferum,24.01649,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Sargocentron,spiniferum,24.92827,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Sargocentron,spiniferum,25.53569,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Sargocentron,spiniferum,25.28337,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Sargocentron,spiniferum,23.54782,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Sargocentron,spiniferum,22.97543,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Sargocentron,spiniferum,21.26404,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Sargocentron,spiniferum,24.37386,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Sargocentron,spiniferum,24.83674,,,
Kamal,2012,April,4,Papeete market,Holocentridae,Sargocentron,spiniferum,25.4221,,,
Kamal,2012,April,4,Papeete market,Kyphosidae,Kyphosus,cinerascens,33.20673,,,
Kamal,2012,April,4,Papeete market,Labridae,Cheilinus,trilobatus,19.54956,,,
Kamal,2012,April,4,Papeete market,Labridae,Cheilinus,trilobatus,19.83926,,,
Kamal,2012,April,4,Papeete market,Labridae,Cheilinus,trilobatus,21.4973,,,
Kamal,2012,April,4,Papeete market,Labridae,Cheilinus,trilobatus,24.23883,,,
Kamal,2012,April,4,Papeete market,Labridae,Cheilinus,trilobatus,25.99603,,,
Kamal,2012,April,4,Papeete market,Labridae,Cheilinus,trilobatus,28.45218,,,
Kamal,2012,April,4,Papeete market,Labridae,Cheilinus,trilobatus,25.17157,,,
Kamal,2012,April,4,Papeete market,Labridae,Cheilinus,trilobatus,24.62965,,,
Kamal,2012,April,4,Papeete market,Labridae,Cheilinus,trilobatus,23.46269,,,
Kamal,2012,April,4,Papeete market,Labridae,Cheilinus,trilobatus,26.43897,,,
Kamal,2012,April,4,Papeete market,Labridae,Cheilinus,trilobatus,27.15339,,,
Kamal,2012,April,4,Papeete market,Labridae,Cheilinus,trilobatus,32.79419,,,
Kamal,2012,April,4,Papeete market,Labridae,Cheilinus,trilobatus,18.3893,,,
Kamal,2012,April,4,Papeete market,Labridae,Cheilinus,trilobatus,17.97296,,,
Kamal,2012,April,4,Papeete market,Labridae,Cheilinus,trilobatus,18.2298,,,
Kamal,2012,April,4,Papeete market,Labridae,Cheilinus,trilobatus,17.31498,,,
Kamal,2012,April,4,Papeete market,Labridae,Cheilinus,trilobatus,18.10593,,,
Kamal,2012,April,4,Papeete market,Labridae,Cheilinus,trilobatus,17.27075,,,
Kamal,2012,April,4,Papeete market,Labridae,Cheilinus,trilobatus,18.87864,,,
Kamal,2012,April,4,Papeete market,Labridae,Cheilinus,trilobatus,19.74744,,,
Kamal,2012,April,4,Papeete market,Labridae,Cheilinus,trilobatus,20.97519,,,
Kamal,2012,April,4,Papeete market,Labridae,Cheilinus,trilobatus,20.91215,,,
Kamal,2012,April,4,Papeete market,Labridae,Cheilinus,trilobatus,20.61755,,,
Kamal,2012,April,4,Papeete market,Labridae,Cheilinus,trilobatus,20.37947,,,
Kamal,2012,April,4,Papeete market,Labridae,Cheilinus,trilobatus,21.83071,,,
Kamal,2012,April,4,Papeete market,Labridae,Cheilinus,trilobatus,22.93827,,,
Kamal,2012,April,4,Papeete market,Labridae,Cheilinus,trilobatus,23.32495,,,
Kamal,2012,April,4,Papeete market,Labridae,Cheilinus,trilobatus,22.90688,,,
Kamal,2012,April,4,Papeete market,Labridae,Cheilinus,trilobatus,22.90688,,,
Kamal,2012,April,4,Papeete market,Labridae,Cheilinus,trilobatus,21.80255,,,
Kamal,2012,April,4,Papeete market,Labridae,Cheilinus,trilobatus,22.24103,,,
Kamal,2012,April,4,Papeete market,Labridae,Cheilinus,trilobatus,24.7997,,,
Kamal,2012,April,4,Papeete market,Labridae,Cheilinus,trilobatus,24.99463,,,
Kamal,2012,April,4,Papeete market,Labridae,Cheilinus,trilobatus,25.13776,,,
Kamal,2012,April,4,Papeete market,Labridae,Cheilinus,trilobatus,23.11724,,,
Kamal,2012,April,4,Papeete market,Labridae,Cheilinus,trilobatus,21.32973,,,
Kamal,2012,April,4,Papeete market,Labridae,Cheilinus,trilobatus,20.96023,,,
Kamal,2012,April,4,Papeete market,Labridae,Cheilinus,trilobatus,24.97552,,,
Kamal,2012,April,4,Papeete market,Labridae,Cheilinus,trilobatus,21.14869,,,
Kamal,2012,April,4,Papeete market,Labridae,Cheilinus,trilobatus,21.58363,,,
Kamal,2012,April,4,Papeete market,Labridae,Cheilinus,trilobatus,23.72026,,,
Kamal,2012,April,4,Papeete market,Labridae,Cheilinus,trilobatus,27.75872,,,
Kamal,2012,April,4,Papeete market,Labridae,Cheilinus,trilobatus,23.80221,,,
Kamal,2012,April,4,Papeete market,Labridae,Cheilinus,trilobatus,25.93958,,,
Kamal,2012,April,4,Papeete market,Labridae,Cheilinus,trilobatus,28.34189,,,
Kamal,2012,April,4,Papeete market,Labridae,Cheilinus,trilobatus,25.51069,,,
Kamal,2012,April,4,Papeete market,Labridae,Cheilinus,trilobatus,26.89986,,,
Kamal,2012,April,4,Papeete market,Labridae,Cheilinus,trilobatus,28.46471,,,
Kamal,2012,April,4,Papeete market,Labridae,Cheilinus,trilobatus,28.76254,,,
Kamal,2012,April,4,Papeete market,Labridae,Cheilinus,trilobatus,26.14947,,,
Kamal,2012,April,4,Papeete market,Labridae,Cheilinus,trilobatus,24.24471,,,
Kamal,2012,April,4,Papeete market,Labridae,Cheilinus,trilobatus,20.58463,,,
Kamal,2012,April,4,Papeete market,Labridae,Cheilinus,trilobatus,21.53484,,,
Kamal,2012,April,4,Papeete market,Labridae,Cheilinus,trilobatus,22.09756,,,
Kamal,2012,April,4,Papeete market,Labridae,Cheilinus,trilobatus,20.45143,,,
Kamal,2012,April,4,Papeete market,Labridae,Cheilinus,trilobatus,23.02737,,,
Kamal,2012,April,4,Papeete market,Labridae,Cheilinus,trilobatus,23.66158,,,
Kamal,2012,April,4,Papeete market,Labridae,Cheilinus,trilobatus,23.53396,,,
Kamal,2012,April,4,Papeete market,Labridae,Cheilinus,trilobatus,24.41595,,,
Kamal,2012,April,4,Papeete market,Labridae,Cheilinus,trilobatus,27.25549,,,
Kamal,2012,April,4,Papeete market,Labridae,Cheilinus,trilobatus,26.05998,,,
Kamal,2012,April,4,Papeete market,Labridae,Cheilinus,trilobatus,24.84184,,,
Kamal,2012,April,4,Papeete market,Labridae,Cheilinus,trilobatus,24.69227,,,
Kamal,2012,April,4,Papeete market,Labridae,Cheilinus,trilobatus,21.69531,,,
Kamal,2012,April,4,Papeete market,Labridae,Cheilinus,trilobatus,20.24307,,,
Kamal,2012,April,4,Papeete market,Labridae,Cheilinus,trilobatus,20.09045,,,
Kamal,2012,April,4,Papeete market,Labridae,Cheilinus,trilobatus,20.14533,,,
Kamal,2012,April,4,Papeete market,Labridae,Cheilinus,trilobatus,20.73643,,,
Kamal,2012,April,4,Papeete market,Labridae,Cheilinus,trilobatus,21.25674,,,
Kamal,2012,April,4,Papeete market,Labridae,Cheilinus,trilobatus,24.78356,,,
Kamal,2012,April,4,Papeete market,Labridae,Cheilinus,trilobatus,26.15523,,,
Kamal,2012,April,4,Papeete market,Labridae,Cheilinus,trilobatus,28.55378,,,
Kamal,2012,April,4,Papeete market,Labridae,Cheilinus,trilobatus,25.62459,,,
Kamal,2012,April,4,Papeete market,Labridae,Cheilinus,trilobatus,24.6601,,,
Kamal,2012,April,4,Papeete market,Labridae,Cheilinus,trilobatus,20.32975,,,
Kamal,2012,April,4,Papeete market,Labridae,Cheilinus,trilobatus,19.20587,,,
Kamal,2012,April,4,Papeete market,Labridae,Cheilinus,trilobatus,19.96811,,,
Kamal,2012,April,4,Papeete market,Labridae,Cheilinus,trilobatus,16.75384,,,
Kamal,2012,April,4,Papeete market,Labridae,Halichoeres,hortulanus,23.3003,,,
Kamal,2012,April,4,Papeete market,Labridae,Novaculichthys,taeniourus,31.49396,,,
Kamal,2012,April,4,Papeete market,Labridae,Gomphosus,varius,30.1189,,,
Kamal,2012,April,4,Papeete market,Labridae,Coris,gaimard,28.97363,,,
Kamal,2012,April,4,Papeete market,Labridae,Hologymnosus,annulatus,30.85779,,,
Kamal,2012,April,4,Papeete market,Labridae,Coris,aygula,31.53435,,,
Kamal,2012,April,4,Papeete market,Labridae,Coris,aygula,32.09692,,,
Kamal,2012,April,4,Papeete market,Labridae,Coris,aygula,31.80261,,,
Kamal,2012,April,4,Papeete market,Labridae,Coris,aygula,24.45564,,,
Kamal,2012,April,4,Papeete market,Labridae,Coris,aygula,27.61183,,,
Kamal,2012,April,4,Papeete market,Labridae,Coris,aygula,31.23987,,,
Kamal,2012,April,4,Papeete market,Labridae,Coris,aygula,33.51599,,,
Kamal,2012,April,4,Papeete market,Lethrinidae,Lethrinus,olivaceus,52.08424,,,
Kamal,2012,April,4,Papeete market,Lethrinidae,Lethrinus,olivaceus,63.42395,,,
Kamal,2012,April,4,Papeete market,Lethrinidae,Lethrinus,olivaceus,66.71272,,,
Kamal,2012,April,4,Papeete market,Lethrinidae,Lethrinus,olivaceus,40.03136,,,
Kamal,2012,April,4,Papeete market,Lethrinidae,Lethrinus,olivaceus,46.396,,,
Kamal,2012,April,4,Papeete market,Lethrinidae,Lethrinus,olivaceus,34.46233,,,
Kamal,2012,April,4,Papeete market,Lethrinidae,Lethrinus,olivaceus,52.36853,,,
Kamal,2012,April,4,Papeete market,Lethrinidae,Monotaxis,grandoculis,29.96022,,,
Kamal,2012,April,4,Papeete market,Lethrinidae,Monotaxis,grandoculis,31.75574,,,
Kamal,2012,April,4,Papeete market,Lethrinidae,Monotaxis,grandoculis,29.43901,,,
Kamal,2012,April,4,Papeete market,Lethrinidae,Monotaxis,grandoculis,30.01707,,,
Kamal,2012,April,4,Papeete market,Lethrinidae,Monotaxis,grandoculis,24.43768,,,
Kamal,2012,April,4,Papeete market,Lethrinidae,Monotaxis,grandoculis,25.83643,,,
Kamal,2012,April,4,Papeete market,Lethrinidae,Monotaxis,grandoculis,19.47766,,,
Kamal,2012,April,4,Papeete market,Lethrinidae,Monotaxis,grandoculis,19.87134,,,
Kamal,2012,April,4,Papeete market,Lethrinidae,Monotaxis,grandoculis,21.40119,,,
Kamal,2012,April,4,Papeete market,Lethrinidae,Monotaxis,grandoculis,23.60238,,,
